Track Name,Tempo Mean,Chroma Mean,Chroma Std,RMS Mean,RMS Std,Mel Spectrogram Mean,Mel Spectrogram Std,Zero Crossing Rate Mean,Zero Crossing Rate Std,Spectral Centroid Mean,Spectral Centroid Std,Spectral Bandwidth Mean,Spectral Bandwidth Std,Spectral Contrast Mean,Spectral Contrast Std,Spectral Flatness Mean,Spectral Flatness Std,Spectral Rolloff Mean,Spectral Rolloff Std,Genre
Ayşen-Orhan Gencebay,129.19921875,0.27885443,0.3036249,0.20911627,0.06547639,10.503523,64.53467,0.07929039001464844,0.03760424364077705,1982.9918905147053,470.9980110157604,2287.1390490669487,280.16197325196,23.227914419572226,11.03807388521723,0.009670684,0.015602757,4124.096260070801,1002.0696366204206,Arabesk
Kime Ne-Orhan Gencebay,78.30255681818181,0.3055369,0.28501832,0.1220793,0.030368691,3.132028,16.606434,0.16279983520507812,0.054012741667916184,3068.601378021048,548.6389651144574,2784.285156729809,231.37927223844068,23.760905177857637,11.096313415901697,0.033527195,0.03256868,6332.124366760254,998.7479080725925,Arabesk
Hor Görme Garibi-Orhan Gencebay,143.5546875,0.27789566,0.29719326,0.20803174,0.06324064,10.728236,75.38317,0.07619132995605468,0.03215026194414416,1921.8516576533664,545.6324742659058,2331.0503748470815,457.9128356126514,23.08426961080611,10.215765128096244,0.008662735,0.01485806,4186.500492095947,1411.168754962426,Arabesk
Seven Affeder-Orhan Gencebay,107.666015625,0.3129193,0.28460068,0.24622348,0.04970858,13.976416,61.187332,0.08275909423828125,0.02695012797230332,1716.6374361659095,441.097496890788,1949.8879208488984,335.37191523203876,24.071293195505877,12.136368642978683,0.0060759685,0.008395821,3520.4684257507324,963.0624156343983,Arabesk
Yarrabim-Orhan Gencebay,89.10290948275862,0.3183732,0.3027378,0.22626586,0.06599732,12.513622,68.04123,0.08660087585449219,0.0578118904272831,2122.91567760354,666.2011270395722,2450.4805660414045,309.2167586156748,21.924640800543692,10.306486750682893,0.017119983,0.028384104,4621.311378479004,1258.072983397524,Arabesk
Aşkımı Sakla-Orhan Gencebay,129.19921875,0.23708431,0.2848155,0.08272663,0.01977596,1.450024,6.763328,0.12302360534667969,0.026096673265511926,2304.6137905317164,434.50959776359747,2314.149401070782,316.6334586378095,24.637060439888344,11.391905032580961,0.014414671,0.016970845,4647.142810821533,1146.3239314704406,Arabesk
Benim Dünyam-Orhan Gencebay,129.19921875,0.25956473,0.29027396,0.20496747,0.045793705,9.6893635,42.904568,0.08942947387695313,0.023071202663986465,1789.0737594643783,304.4976663196202,2026.4560697416296,248.61236786618443,24.437871202016318,11.016565663513846,0.0051436177,0.0063939993,3569.523754119873,653.0202823875577,Arabesk
Sevmenin Zamanı Yok-Orhan Gencebay,95.703125,0.2991939,0.2936824,0.10919025,0.04061321,2.8716483,18.671844,0.10506324768066407,0.05129516362576536,2091.710017568062,668.5973925080951,2107.541971598295,403.55884353312763,23.6257438034899,11.94362882050158,0.014501919,0.025671855,3974.406852722168,1401.189733486021,Arabesk
Dünya Dönüyor-Orhan Gencebay,112.34714673913044,0.35139754,0.29367948,0.17708956,0.05854426,7.2391214,37.576385,0.11404457092285156,0.04270762269176299,2286.4832439559505,679.601124299858,2324.4619458729494,489.6937094725128,23.291111821106316,12.383769398013643,0.018405367,0.025871655,4738.078536987305,1515.0507029896626,Arabesk
Ben Kendim Bir Alemim-Orhan Gencebay,117.45383522727273,0.3816503,0.3062773,0.26932353,0.10672558,18.295341,112.33229,0.10555343627929688,0.05692126285650761,2512.3186694543065,608.3388735744614,2540.3059680518477,356.84206486148804,21.640173755075956,11.887304214196048,0.026699448,0.031428516,5284.449920654297,1191.521529327327,Arabesk
