Track Name,Tempo Mean,Chroma Mean,Chroma Std,RMS Mean,RMS Std,Mel Spectrogram Mean,Mel Spectrogram Std,Zero Crossing Rate Mean,Zero Crossing Rate Std,Spectral Centroid Mean,Spectral Centroid Std,Spectral Bandwidth Mean,Spectral Bandwidth Std,Spectral Contrast Mean,Spectral Contrast Std,Spectral Flatness Mean,Spectral Flatness Std,Spectral Rolloff Mean,Spectral Rolloff Std,Genre
Özgürce Yaşa-Şebnem Ferah,95.703125,0.3605252,0.30612853,0.21839705,0.0480841,9.972254,52.347885,0.13526077270507814,0.06132857897595774,2757.0408093734754,770.263919418512,2683.938045774669,375.4488094612643,22.39326358125017,11.84077342381925,0.025560701,0.027305441,5722.919769287109,1398.26586102021,Rock
Hoşçakal-Şebnem Ferah,151.99908088235293,0.261545,0.30328268,0.24548478,0.09955586,13.460568,80.65829,0.13318290710449218,0.07647654954783317,2612.1391402883264,929.7362513035015,2427.630507464954,441.6311159296784,25.964195259283624,11.834426357063196,0.0128593575,0.0200175,5129.545440673828,1681.1592924507293,Rock
Bugün-Şebnem Ferah,129.19921875,0.2786132,0.2947596,0.2650193,0.045532253,15.867254,69.7754,0.09775047302246094,0.048938080649777595,2384.6240938426763,693.6976299021181,2724.3194092361605,301.5846481025579,25.173597660076776,11.263085375197763,0.012128765,0.018090611,5388.692493438721,1346.3013985735784,Rock
Birileri Var-Şebnem Ferah,107.666015625,0.36929306,0.2984517,0.32803017,0.0508416,21.039621,88.55518,0.1541736602783203,0.04671633708778302,2952.171830126557,502.64027877076245,2694.246356528902,241.25197792332182,21.496385309270444,12.138352449404298,0.04154692,0.028599316,6088.479537963867,930.6964586762233,Rock
Daha İyi Olmaz mıydı-Şebnem Ferah,95.703125,0.34238365,0.2984869,0.2336084,0.059002563,10.027956,45.90288,0.1724170684814453,0.05918242298383585,2990.591447250222,636.5952792865294,2700.4212935825376,331.5740862956545,22.83576461029378,12.06323197444488,0.035471044,0.027946444,6047.423458099365,1241.2133929028785,Rock
Can Kırıkları-Şebnem Ferah,129.19921875,0.3474169,0.29534873,0.2878473,0.07368072,15.502541,65.13995,0.17065353393554689,0.06399201259756065,3004.678248611325,736.0782090406783,2648.919241650091,380.9311410720096,22.791394740817225,12.189366924403767,0.039652683,0.03402397,6021.5752029418945,1529.8763323338044,Rock
Korkarak Yaşıyorsan-Şebnem Ferah,151.99908088235293,0.37542465,0.29721642,0.21756443,0.036631174,8.850117,35.243618,0.20529594421386718,0.07933484784385737,3597.85495513044,754.7489130294642,3022.786304912717,244.21994294123323,22.47380212869833,12.01288861069271,0.054551315,0.032200575,7487.414360046387,813.2537626119033,Rock
Kalbim Mezar-Şebnem Ferah,129.19921875,0.4094071,0.29052448,0.29984957,0.04523477,17.946299,77.2507,0.15674095153808593,0.04655270035263882,3028.1516198831123,494.2593733669168,2713.0443444146877,237.66478454413493,21.24945093533969,12.36450618405293,0.048227023,0.03198644,6219.832077026367,877.3956839286045,Rock
Ben Şarkımı Söylerken-Şebnem Ferah,117.45383522727273,0.34497234,0.29708084,0.22989324,0.090200506,11.684151,79.24657,0.15420951843261718,0.047172350374851374,2931.584948360775,599.5351778776582,2686.4301249927457,367.2975379710989,23.60061265430861,11.770491320175744,0.02941835,0.025208645,6001.816806793213,1329.6839595156425,Rock
Sözlerimi Geri Alamam-Ozan Doğulu,75.99954044117646,0.3580661,0.2960683,0.20533662,0.0539253,9.253317,48.644657,0.11017990112304688,0.04785315023800005,2313.9969946287783,664.2140464404008,2430.616386591893,418.0501887980517,23.60484318134816,12.173000633628611,0.015862856,0.02198913,4870.793724060059,1488.1606795303724,Rock
Erkekler Ağlamaz-Nilüfer,172.265625,0.3644155,0.28734913,0.26479846,0.07026992,15.88692,88.2277,0.11973037719726562,0.05925685887124976,2679.235870914946,832.8702626928913,2746.7119423924732,429.6270910941115,23.911345829391795,12.00619117316512,0.021186542,0.02410955,5849.595565795898,1711.394030723302,Rock
Ya Hep Ya Hiç-Şebnem Ferah,86.1328125,0.3900126,0.2904527,0.2764346,0.07356452,16.557074,81.23911,0.14463844299316406,0.05940735730796285,2934.9694466062647,579.4708274712841,2710.921857994332,256.477261625923,22.207434016619874,12.363162769005237,0.03608079,0.02770195,6151.430511474609,974.8179299691808,Rock
