Track Name,Tempo Mean,Chroma Mean,Chroma Std,RMS Mean,RMS Std,Mel Spectrogram Mean,Mel Spectrogram Std,Zero Crossing Rate Mean,Zero Crossing Rate Std,Spectral Centroid Mean,Spectral Centroid Std,Spectral Bandwidth Mean,Spectral Bandwidth Std,Spectral Contrast Mean,Spectral Contrast Std,Spectral Flatness Mean,Spectral Flatness Std,Spectral Rolloff Mean,Spectral Rolloff Std,Genre
Afşin-Aşık Mahzuni Şerif,129.19921875,0.38428834,0.28673565,0.12524877,0.04793961,3.8349538,31.40619,0.1371917724609375,0.029810574895004206,2556.39836741667,310.7493346687223,2385.0961661874026,223.33382022026396,24.32282986571386,14.307693304403681,0.013863286,0.011751873,5187.567329406738,627.2006520190356,Türkü
On İkiler-Aşık Mahzuni Şerif,58.72691761363637,0.30337286,0.29960132,0.112085864,0.03659564,3.0711603,18.078396,0.11184005737304688,0.0432942481200737,2614.0781264910092,507.81298424117887,2855.294021082388,248.82615591396646,24.952770730746984,11.496669171878082,0.0141994655,0.015833111,6090.809497833252,1116.7959528884196,Türkü
İnce İnce Bir Kar Yağar-Aşık Mahzuni Şerif,129.19921875,0.33794707,0.3033724,0.119640134,0.049439613,3.5028682,22.752209,0.10676422119140624,0.032123400519344786,1843.5609479083273,322.9967898955045,1610.3186983754797,196.33207575329982,25.520072624357816,13.356832055370086,0.0015737265,0.002560021,3524.194679260254,551.7337965877311,Türkü
Yaraların Sızlıyor-Aşık Mahzuni Şerif,143.5546875,0.2513069,0.30413213,0.103374645,0.06276493,3.3189456,29.245733,0.07281074523925782,0.04951987576579004,1807.706511992749,718.389027574883,2163.157392875278,393.37581739529907,27.76668672406678,12.521550183606703,0.003241641,0.010084554,3622.0614051818848,1692.6556709156346,Türkü
Kanadım Deydi Sevdaya-Aşık Mahzuni Şerif,92.28515625,0.28186634,0.29672807,0.2147524,0.069955625,10.698408,67.06398,0.10566825866699218,0.028193258878850356,1728.2380773338566,264.6214328464761,1466.9947213631942,160.14290840417817,24.719491913825,11.858794210582865,0.0017372239,0.0015823108,3176.736259460449,535.2859770982639,Türkü
Kara Kader-Aşık Mahzuni Şerif,151.99908088235293,0.2868583,0.29777917,0.07005676,0.032813597,1.2597969,9.401289,0.11801490783691407,0.06180235228655144,2627.8506950066294,614.3319538417938,2574.0431545244815,286.9530659906444,25.12377184292288,11.764546128042788,0.013719076,0.01628512,5563.0609703063965,1084.7383125377773,Türkü
Ha Babam Ha-Aşık Mahzuni Şerif,107.666015625,0.30432245,0.29978555,0.1235955,0.042771876,3.7432315,23.093023,0.10264968872070312,0.05247423202529155,2177.8827326166693,523.0988400983484,2312.316666353955,251.84987250187044,24.642499210041716,13.530396936808298,0.007408906,0.0076882388,4684.741802215576,920.2181108707424,Türkü
Mezarımdan Geçerken-Aşık Mahzuni Şerif,99.38401442307692,0.25468603,0.29706103,0.20809206,0.101394735,12.034029,109.19668,0.09115867614746094,0.039416124766092575,2381.3609605194806,552.0915169807533,2566.45258138781,281.7525702961111,23.99597277455071,11.483415345851746,0.013928535,0.01876129,5282.389125823975,1237.5675058296465,Türkü
Ben Ben-Aşık Mahzuni Şerif,184.5703125,0.36424157,0.28590256,0.111965135,0.036259882,2.923696,21.681746,0.14289169311523436,0.03493351879268324,2697.455989976698,503.0636729256134,2645.7781097227876,346.4508297525766,25.060931400657427,14.360168979017375,0.014582719,0.018527105,5784.869785308838,1101.7608294909246,Türkü
Beklerim İsterim-Aşık Mahzuni Şerif,184.5703125,0.28610313,0.28955767,0.04394294,0.0147826485,0.41835403,2.647947,0.09443817138671876,0.023747152921330037,1450.7332147552243,298.2301710279769,1357.3251956122976,245.7587593146414,26.843476872339814,15.330240993768642,0.00020006581,0.00022436288,2728.5764694213867,634.5703282565846,Türkü
Haşlayın Beni-Aşık Mahzuni Şerif,92.28515625,0.33375454,0.29192364,0.0632808,0.029963817,1.009515,8.208768,0.14523849487304688,0.04730461379862705,2932.427059781208,547.9680025319304,2777.8398344831376,238.82200591601494,24.91281196618501,12.340907902796777,0.02179693,0.020422082,6302.684440612793,935.1660378663556,Türkü
Kimse Bana Yaran Olmaz-Aşık Mahzuni Şerif,89.10290948275862,0.29734024,0.2956265,0.14246044,0.04454404,4.3639565,22.424763,0.13963851928710938,0.047617216759319486,2471.0880685823927,434.55819229679605,2219.4571541888486,263.1175335657351,25.781381966057364,13.497318239632902,0.0074111633,0.008392663,4964.530448913574,745.3115028874201,Türkü
